ARPT_ID,ICAO_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL,ELEV,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,TWR_TYPE_CODE,DCC REGION,ASPM82,OEP35,Core30,Tower,Approach,Secondary Approach,Departure,Secondary Departure,Approach/Departure,Approach ID,Secondary Approach ID,Departure ID,Secondary Departure ID,Approach/Departure ID,Consolidated Approach,Consolidated Approach ID,OPSNET45
K98,,ALLISON MUNI,42.76386527,-92.80436111,1053,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
C11,,AMANA,41.79358333,-91.86477222,712,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
AMW,KAMW,AMES MUNI,41.99204361,-93.62182083,955.6,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,,DES MOINES,,,DSM,,DSM,,,DES MOINES,DSM,FALSE
IA52,,JONES RGNL MEDICAL CENTER,42.10097777,-91.26186666,838,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
Y43,,ANITA MUNI-KEVIN BURKE MEML FLD,41.43991111,-94.77013763,1251,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IKV,KIKV,ANKENY RGNL,41.6913468,-93.56634913,909.9,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,,DES MOINES,,,DSM,,DSM,,,DES MOINES,DSM,FALSE
14IA,,EAST RIVER,43.36028055,-94.44236388,1235,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
AIO,KAIO,ATLANTIC MUNI,41.40383333,-95.04875,1164.9,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA67,,CASS COUNTY MEML HOSPITAL,41.40061666,-94.99129722,1250,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
ADU,KADU,AUDUBON COUNTY,41.70152777,-94.92044444,1287.7,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
0IA2,,AUDUBON COUNTY MEML HOSPITAL,41.71483611,-94.9377,1320,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
36IA,,TONNER FLD,42.256974,-92.83539013,1076,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
Y46,,BEDFORD MUNI,40.63776555,-94.72941333,1201,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
TZT,KTZT,BELLE PLAINE MUNI,41.87877777,-92.28452777,771,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CEDAR RAPIDS,CHICAGO ARTCC,CEDAR RAPIDS,CHICAGO ARTCC,,CID,ZAU,CID,ZAU,,CEDAR RAPIDS / CHICAGO ARTCC,CID / ZAU,FALSE
15IA,,STELLA,42.23539444,-90.40676666,625,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
Y48,,BELMOND MUNI,42.85274638,-93.59465361,1201,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA21,,KNIGHT FLD,41.95669722,-94.08694166,989,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA27,,ANTIQUE AIRFIELD,40.97779055,-92.58768944,890,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
63IA,,DAVIS COUNTY HOSPITAL,40.75945555,-92.41505277,890,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
4K6,,BLOOMFIELD MUNI,40.73210555,-92.42826888,888,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
60IA,,VILLAGE OAKS,41.46966388,-90.78129166,732,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
BNW,KBNW,BOONE MUNI,42.04955555,-93.84761111,1160.3,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,,DES MOINES,,,DSM,,DSM,,,DES MOINES,DSM,FALSE
02IA,,BOONE COUNTY HOSPITAL,42.05628333,-93.876475,1160,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
09IA,,SKYDIVE IOWA,41.74583166,-92.40935138,820,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA70,,FRIESENBORG & LARSON,43.42578861,-93.83578138,1220,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
BRL,KBRL,SOUTHEAST IOWA RGNL,40.78297222,-91.12558333,698.7,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
58IA,,DIEWOLD,40.87398333,-91.1633,700,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CIN,KCIN,ARTHUR N NEU,42.04666666,-94.78869444,1203.7,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
0IA1,,ST ANTHONY RGNL HOSPITAL,42.05593888,-94.86725833,1300,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
97IA,,VOLKENS FLD,41.25583333,-95.47666666,1275,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
24IA,,ISLEY FLD,42.51580555,-92.51981111,982,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA66,,MERCYONE CEDAR FALLS MEDICAL CENTER,42.53388333,-92.45839722,931,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA73,,ST LUKES HOSPITAL EMERGENCY,41.98507777,-91.66156111,759,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA72,,MERCY HOSPITAL,41.97781111,-91.65661944,850,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CID,KCID,THE EASTERN IOWA,41.88469444,-91.71080555,869.3,ZAU,ZCG,CHICAGO,ATCT-TRACON,Midwest,FALSE,FALSE,FALSE,CEDAR RAPIDS,CEDAR RAPIDS,CHICAGO ARTCC,CEDAR RAPIDS,CHICAGO ARTCC,CEDAR RAPIDS,CID,ZAU,CID,ZAU,,CEDAR RAPIDS / CHICAGO ARTCC,CID / ZAU,FALSE
0IA8,,HANNEN,42.228,-91.751,925,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
TVK,KTVK,CENTERVILLE MUNI,40.68442888,-92.90099388,1023,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
IA25,,MERCY MEDICAL CENTER - CENTERVILLE,40.756425,-92.85684444,915,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CNC,KCNC,CHARITON MUNI,41.01961111,-93.35966666,1050.5,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,,DES MOINES,,,DSM,,DSM,,,DES MOINES,DSM,FALSE
IA19,,LUCAS COUNTY HEALTH CENTER,41.02749944,-93.30243138,1049,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CCY,KCCY,NORTHEAST IOWA RGNL,43.07250375,-92.61080919,1125.2,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,MINNEAPOLIS ARTCC,DES MOINES,MINNEAPOLIS ARTCC,,DSM,ZMP,DSM,ZMP,,DES MOINES / MINNEAPOLIS ARTCC,DSM / ZMP,FALSE
4IA3,,FLOYD COUNTY MEML HOSPITAL,43.05104444,-92.68417222,1146,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CKP,KCKP,CHEROKEE COUNTY RGNL,42.73158644,-95.55591036,1227,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA13,,CHEROKEE RGNL MEDICAL CENTER,42.76009444,-95.54823611,900,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
ICL,KICL,SCHENCK FLD,40.72219444,-95.02661111,995.9,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA05,,YAW-HOO FLD,40.85419722,-95.08592777,1248,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CAV,KCAV,CLARION MUNI,42.74047222,-93.75905555,1156.6,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
4IA5,,IOWA SPECIALITY HOSPITAL,42.72112777,-93.73442222,1162,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA38,,PLAIN OL' FLD,43.13928611,-93.43358055,1240,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CWI,KCWI,CLINTON MUNI,41.83075,-90.32897222,707.7,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,QUAD CITY,CHICAGO ARTCC,QUAD CITY,CHICAGO ARTCC,,MLI,ZAU,MLI,ZAU,,QUAD CITY / CHICAGO ARTCC,MLI / ZAU,FALSE
7IA5,,MERCY MEDICAL CENTER - CLINTON,41.86088333,-90.19033333,708,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
16IA,,STANGL,41.88081944,-94.77722777,1230,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CRZ,KCRZ,CORNING MUNI,40.994125,-94.75502972,1274,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
26IA,,MIDWAY VIEW FARMS,42.37377277,-95.76518661,1355,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA18,,BESCH,42.97369444,-94.03590277,1165,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
0E9,,CORYDON,40.75622777,-93.24033611,1045,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA46,,WAYNE COUNTY HOSPITAL,40.75398055,-93.31053333,1093,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6IA6,,WELLS FLD,40.75683333,-93.40150277,1092,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CBF,KCBF,COUNCIL BLUFFS MUNI,41.26011111,-95.75863888,1244.8,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,OMAHA,,OMAHA,,,R90,,R90,,,OMAHA,R90,FALSE
IA35,,RUCKL,41.18722083,-95.90417888,970,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6IA2,,JENNIE EDMUNDSON HOSPITAL,41.26944722,-95.83449166,1000,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA32,,KELLEY,41.35581666,-95.84823611,1196,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CJJ,KCJJ,ELLEN CHURCH FLD,43.36530138,-92.13308305,1279,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA62,,MATTHIAS FLD,43.3746,-92.30827361,1304,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
0IA6,,RGNL HEALTH SERVICES OF HOWARD COUNTY,43.38069722,-92.11778333,1326,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CSQ,KCSQ,CRESTON MUNI,41.02144444,-94.36330555,1299.7,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
4IA0,,GREATER COMMUNITY HOSPITAL,41.06889444,-94.38319166,1291,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1IA4,,WALLACE FLD,41.05554444,-94.39468194,1290,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
20IA,,HOBBES FLD,41.52226666,-93.80103333,850,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2IA9,,SOUTH 80 FLD,43.19079222,-93.77077527,1210,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
39IA,,HUSBAND FLD,41.67943166,-94.02023138,1010,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
DVN,KDVN,DAVENPORT MUNI,41.61027777,-90.58836111,750.5,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,QUAD CITY,CHICAGO ARTCC,QUAD CITY,CHICAGO ARTCC,,MLI,ZAU,MLI,ZAU,,QUAD CITY / CHICAGO ARTCC,MLI / ZAU,FALSE
IA81,,GENESIS MEDICAL CENTER WEST CAMPUS,41.54489722,-90.59369444,169,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2IA0,,GENESIS MEDICAL CENTER EAST CAMPUS,41.54175833,-90.55670833,874,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
DEH,KDEH,DECORAH MUNI,43.2755,-91.73938888,1157.5,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA04,,WINNESHIEK MEDICAL CENTER,43.29421666,-91.7752,897,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
DNS,KDNS,DENISON MUNI,41.98613194,-95.38025888,1274.3,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
DSM,KDSM,DES MOINES INTL,41.53397277,-93.66307222,957.9,ZMP,ZCP,MINNEAPOLIS,ATCT-TRACON,Midwest,FALSE,FALSE,FALSE,DES MOINES,DES MOINES,,DES MOINES,,DES MOINES,DSM,,DSM,,,DES MOINES,DSM,FALSE
6IA4,,BROADLAWNS MEDICAL CENTER,41.61653333,-93.64055,877,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA64,,IOWA METHODIST MEDICAL CENTER,41.58965277,-93.63345277,990,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA82,,MERCY HOSPITAL MEDICAL CENTER PRIVATE,41.59943888,-93.62427777,933,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA98,,IOWA LUTHERAN HOSPITAL LIFE FLIGHT,41.60189722,-93.61086944,856,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
35IA,,FRAZIER,41.848318,-90.5955715,758,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
37IA,, NEMO FLD,41.84966547,-90.47735161,725,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1IA2,,CAMP TAHIGWA LANDING SITE,43.43886055,-91.56736527,760,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA10,,MERCYONE DUBUQUE MEDICAL CENTER,42.49165,-90.67586388,1050,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2IA1,,FINLEY HOSPITAL,42.49691111,-90.68601388,900,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
DBQ,KDBQ,DUBUQUE RGNL,42.402,-90.70947222,1076.4,ZAU,ZCG,CHICAGO,ATCT,Midwest,FALSE,FALSE,FALSE,DUBUQUE,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
IA8,,DYERSVILLE AREA,42.49610527,-91.17985888,980,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA53,,MERCYONE DYERSVILLE,42.47671111,-91.13011666,960,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
EAG,KEAG,EAGLE GROVE MUNI,42.70991666,-93.91611111,1132.3,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
99IA,,COURTNEY'S LANDING,41.21656666,-92.777975,835,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
27P,,ELDORA,42.32990555,-93.11428333,975,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
I27,,ELKADER,42.84725,-91.38216666,932,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2IA2,,MERCYONE ELKADER MEDICAL CENTER,42.86010277,-91.41514166,774,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA77,,BASCOM FLD,41.78725833,-93.51237777,969,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
03IA,,FLATLANDER,41.14141111,-95.19438055,1081,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
EGQ,KEGQ,EMMETSBURG MUNI,43.10205555,-94.70452777,1206.1,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA79,,PALO ALTO COUNTY HOSPITAL,43.12068888,-94.69247777,1210,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
EST,KEST,ESTHERVILLE MUNI,43.40747222,-94.74638888,1318.8,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
38IA,,GARYS,43.4256745,-94.658718,1289,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
FFL,KFFL,FAIRFIELD MUNI,41.05571983,-91.9808218,800.9,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
7IA6,,JEFFERSON COUNTY HEALTH CENTER,41.003975,-91.95208888,768,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
FXY,KFXY,FOREST CITY MUNI/TRIMBLE FLD,43.23475691,-93.62410394,1229.2,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
FOD,KFOD,FORT DODGE RGNL,42.55119444,-94.19183333,1156.3,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
IA74,,TRINITY RGNL MEDICAL CENTER,42.49291666,-94.19298888,1000,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
FSW,KFSW,FORT MADISON MUNI,40.65911111,-91.32775,721.8,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
IA12,,MGGENAS,41.47694444,-92.37944444,920,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
GFZ,KGFZ,GREENFIELD MUNI,41.32722222,-94.44516666,1363.6,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,MINNEAPOLIS ARTCC,,MINNEAPOLIS ARTCC,,,ZMP,,ZMP,,,MINNEAPOLIS ARTCC,ZMP,FALSE
75IA,,ADAIR COUNTY MEML HOSPITAL,41.30397222,-94.451,1310,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
IA09,,GRINNELL RGNL MEDICAL CENTER,41.742225,-92.73468055,18,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
GGI,KGGI,GRINNELL RGNL,41.70988888,-92.73597222,1008.4,ZAU,ZCG,CHICAGO,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,CHICAGO ARTCC,,CHICAGO ARTCC,,,ZAU,,ZAU,,,CHICAGO ARTCC,ZAU,FALSE
IA28,,GRUNDY COUNTY MEML HOSPITAL,42.35958333,-92.76297222,1028,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6K7,,GRUNDY CENTER MUNI,42.35055972,-92.84161388,1075,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
GCT,KGCT,GUTHRIE COUNTY RGNL,41.68697222,-94.43505555,1220.5,ZMP,ZCP,MINNEAPOLIS,NON-ATCT,Midwest,FALSE,FALSE,FALSE,,DES MOINES,,DES MOINES,,,DSM,,DSM,,,DES MOINES,DSM,FALSE
